,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
144,EGY,Egypt,Mahmoudia,WRI1000092,317.0,31.1759,30.5289,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014126,,,2190.0,,,,,,Egyptian Electricity Holding Company,,,,,1470.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
145,EGY,Egypt,Marsa Alam A,WKS0069387,5.0,25.0626,34.8734,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,11.3,11.3,11.3,11.33,11.23,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
146,EGY,Egypt,Matrouh,WRI1000101,60.0,31.3525,27.2453,Gas,,,,1990.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,CARMA,1063378,,,349.0,,,,,,Egyptian Electricity Holding Company,,,,,278.36,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
147,EGY,Egypt,Naga Hamadi,WRI1000109,64.0,26.1522,32.1453,Hydro,,,,2008.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014127,,,451.0,,,,,,Egyptian Electricity Holding Company,,,,,288.48,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
148,EGY,Egypt,New Gas Damietta,WRI1000080,500.0,31.3822,31.7196,Gas,,,,2011.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014111,,,3159.0,,,,,,Egyptian Electricity Holding Company,,,,,2319.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
149,EGY,Egypt,New Gas Shabab,WRI1000079,1000.0,30.4653,31.9234,Gas,,,,2011.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014139,,,1932.0,,,,,,Egyptian Electricity Holding Company,,,,,4639.39,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
150,EGY,Egypt,North Giza,WRI1000074,2250.0,30.2483,30.9471,Gas,,,,2014.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1081903,,,,,133.0,,,,Egyptian Electricity Holding Company,,,,,10438.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
151,EGY,Egypt,Nubaria,WRI1000091,2250.0,30.6993,30.6671,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1045371,,,15127.0,,,,,,Egyptian Electricity Holding Company,,,,,10438.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
152,EGY,Egypt,October 6th,WRI1000073,600.0,30.054,31.0456,Gas,,,,2012.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1086571,,,1534.0,,,,,,Egyptian Electricity Holding Company,,,,,2783.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
153,EGY,Egypt,Oyoun Mousa,WRI1000084,640.0,29.9115,32.5948,Gas,,,,2001.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,,,,4943.0,,,,,,Egyptian Electricity Holding Company,,,,,2969.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
154,EGY,Egypt,Port Said,WRI1000082,48.0,31.2563,32.3171,Gas,,,,1997.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,,,,111.0,,,,,,Egyptian Electricity Holding Company,,,,,222.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
155,EGY,Egypt,PortSaid East,WRI1000089,683.0,31.0995,32.5202,Gas,,,,2003.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1044126,,,,,,,,,,,,,,3168.7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
156,EGY,Egypt,Shabab,WRI1000078,100.0,30.4659,31.9269,Gas,,,,1982.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014139,,,251.0,,,,,,Egyptian Electricity Holding Company,,,,,463.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
157,EGY,Egypt,Shalateen A,WKS0069386,4.5,23.1272,35.6124,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.33,9.33,9.33,9.35,9.21,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
158,EGY,Egypt,Sharm El-Sheikh,WRI1000085,144.0,27.8773,34.3048,Oil,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014131,,,48.0,,,,,,Egyptian Electricity Holding Company,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
159,EGY,Egypt,Sharm el Sheikh,WKS0073928,5.0,27.9335,34.2986,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,11.3,11.3,11.3,11.33,11.23,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
160,EGY,Egypt,Shoubra El-Kheima,WRI1000067,1295.0,30.1239,31.2376,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014132,,,5841.0,,,,,,Egyptian Electricity Holding Company,,,,,6008.02,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
161,EGY,Egypt,Sidi Krir,WRI1000100,2092.0,31.043,29.6652,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,,,,3703.0,,,,,,Egyptian Electricity Holding Company,,,,,9705.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
162,EGY,Egypt,Siwa,WKS0068927,10.0,29.178,25.516,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,16.1,16.05,16.01,16.04,16.17,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
163,EGY,Egypt,Suez Gulf,WRI1000088,683.0,29.6188,32.3532,Gas,,,,2002.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1044125,,,,,,,,,,,,,,3168.7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
164,EGY,Egypt,Talkha,WRI1000090,1460.0,31.0622,31.3921,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,,,,9383.0,,,,,,Egyptian Electricity Holding Company,,,,,6773.52,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
165,EGY,Egypt,Toshka,WKS0071153,20.0,23.54,30.21,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,40.13,39.36,39.39,39.6,39.74,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
166,EGY,Egypt,Wadi Hof,WRI1000072,100.0,29.8757,31.3194,Gas,,,,1985.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014130,,,126.0,,,,,,Egyptian Electricity Holding Company,,,,,463.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
167,EGY,Egypt,Walidia,WRI1000102,600.0,27.2111,31.1614,Oil,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014140,,,3510.0,,,,,,Egyptian Electricity Holding Company,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
168,EGY,Egypt,Zafarana,WRI1000087,547.0,29.2392,32.5983,Wind,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014142,,,1332.0,,,,,,Egyptian Electricity Holding Company,,,,,1604.53,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
169,GNQ,Equatorial Guinea,Bioco Lpg Plant,WRI1023067,10.5,3.7806,8.7196,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1042061,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
170,GNQ,Equatorial Guinea,Djibloho,WRI1023068,120.0,1.5758,10.4687,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1058106,,,,,,,,,,211.2,211.2,211.2,211.78,211.2,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
171,GNQ,Equatorial Guinea,Malabo,WRI1023069,20.0,3.75,8.79,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1056171,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
172,ERI,Eritrea,Beleza,WRI1023070,33.1,15.4211,38.9221,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,WRI,1016616,,,,,,,,,,,,,,65.02,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
173,ERI,Eritrea,Massawa,WRI1023071,100.09,15.5786,39.4422,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,WRI,,,,,,,,,,,,,,,196.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
174,ETH,Ethiopia,Adama,WRI1000065,204.0,8.5913,39.2495,Wind,,,,,,Africa's Power Journal,http://www.esi-africa.com/news/153mw-adama-wind-farm-grows-ethiopias-renewable-energy-plan/,WRI,1080956,,,,,,,,,,,,,,492.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
175,ETH,Ethiopia,Aluto-Langano,WRI1022987,7.3,7.7886,38.7947,Geothermal,,,,2013.0,,World Bank,http://documents.worldbank.org/curated/en/151581468038142238/E43920V10P13360Box382090B00PUBLIC0.docx,WRI,1044155,,,,,,,,,,,,,,0.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
176,ETH,Ethiopia,Awash II,WRI1000055,64.0,8.3932,39.352,Hydro,,,,1996.0,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,,,,,,,,,,,268.69,230.92,266.65,270.69,273.74,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
177,ETH,Ethiopia,Beles,WRI1000056,460.0,11.8196,36.9181,Hydro,,,,2010.0,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,1044157,,,,,,,,,,1717.51,1157.2,1717.51,1617.94,1451.86,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
178,ETH,Ethiopia,Fincha,WRI1000057,134.0,9.558,37.3663,Hydro,,,,1973.0,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,1016741,,,,,,,,,,513.67,401.99,513.67,526.17,534.78,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
179,ETH,Ethiopia,Fincha Amerti Nesha,WRI1000058,100.0,9.558,37.3663,Hydro,,,,2011.0,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,1067845,,,,,,,,,,412.33,347.53,411.47,422.72,445.23,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
180,ETH,Ethiopia,Gilgel Gibe I,WRI1000059,184.0,7.8349,37.3236,Hydro,,,,2004.0,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,1016742,,,,,,,,,,721.73,569.18,722.79,724.77,695.04,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
181,ETH,Ethiopia,Gilgel Gibe II,WRI1000060,420.0,7.7571,37.5624,Hydro,,,,2010.0,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,1062538,,,,,,,,,,1629.31,1382.99,1624.37,1633.77,1508.36,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
182,ETH,Ethiopia,Gilgel Gibe III,WRI1022986,1870.0,6.8482,37.3018,Hydro,,,,2015.0,,Hydro World,http://www.hydroworld.com/articles/2015/10/power-generation-begins-at-1-870-mw-gibe-iii-hydroelectric-project-in-ethiopia.html,WRI,1066600,,,,,,,,,,6813.2,5714.73,6810.95,6763.41,6272.93,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
183,ETH,Ethiopia,Koka,WRI1000061,43.2,8.4684,39.1588,Hydro,,,,1960.0,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,1016746,,,,,,,,,,182.54,155.5,179.99,183.29,184.77,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
184,ETH,Ethiopia,Melka Wekana,WRI1000062,153.0,7.1761,39.4311,Hydro,,,,1983.0,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,1016744,,,,,,,,,,608.25,471.26,618.05,611.6,576.79,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
185,ETH,Ethiopia,Tekeze,WRI1000063,300.0,13.3492,38.7405,Hydro,,,,2009.0,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,1042646,,,,,,,,,,1233.05,1057.39,1215.25,1224.18,1146.94,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
186,ETH,Ethiopia,Tis Abay I,WRI1000064,84.4,11.4887,37.5999,Hydro,,,,,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,1016749,,,,,,,,,,374.81,351.88,425.65,397.95,374.07,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
187,GAB,Gabon,Kinguele,WRI1023072,57.6,0.455,10.281,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029127,,,,,,,,,,174.6,190.96,190.7,191.48,190.96,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
188,GAB,Gabon,Owendo,WRI1023073,77.0,0.3433,9.4784,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029146,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
189,GAB,Gabon,Port-Gentil,WRI1023074,68.3,-0.7539,8.7536,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
190,GAB,Gabon,Poubara,WRI1023075,160.0,-1.7733,13.552,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029150,,,,,,,,,,474.54,540.13,536.07,539.92,521.35,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
191,GAB,Gabon,Rabi,WRI1023076,15.51,-1.9,9.4833,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1028598,,,,,,,,,,,,,,17.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
192,GAB,Gabon,Tchimbele,WRI1023077,68.4,0.621,10.407,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029152,,,,,,,,,,205.46,225.76,224.77,226.38,225.76,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
193,GMB,Gambia,Banjul,WRI1023192,29.0,13.4689,-16.6241,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
194,GMB,Gambia,Kotu,WRI1023193,41.4,13.4542,-16.6961,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1017398,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
195,GHA,Ghana,Aksombo,WRI1000011,1038.0,6.2998,0.0594,Hydro,,,,1961.0,,Volta River Authority,http://www.vra.com/resources/annual_reports/2014%20Annual%20Report.pdf,Power Africa,1033075,,,6508.0,,,,,,Volta River Authority,3894.61,3857.96,3242.91,2542.03,2571.73,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
196,GHA,Ghana,Bui,WRI1000012,400.0,8.1822,-2.1661,Hydro,,,,2013.0,,Volta River Authority,http://www.vra.com/resources/annual_reports/2014%20Annual%20Report.pdf,Power Africa,1041103,,,730.0,,,,,,Volta River Authority,1180.27,1212.94,1437.24,968.37,1032.27,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
197,GHA,Ghana,Gomoa Onyadze,WKS0066652,20.0,5.29,-0.95,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,38.8,36.52,37.21,38.2,34.38,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
198,GHA,Ghana,Kpong,WRI1000014,160.0,6.1201,0.1255,Hydro,,,,1982.0,,Volta River Authority,http://www.vra.com/resources/annual_reports/2014%20Annual%20Report.pdf,Power Africa,1033076,,,1147.0,,,,,,Volta River Authority,662.62,650.73,559.07,451.19,455.61,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
199,GHA,Ghana,Takoradi 1,WRI1000015,330.0,4.8833,-1.75,Gas,,,,,,Volta River Authority,http://www.vra.com/resources/annual_reports/2014%20Annual%20Report.pdf,Power Africa,1093804,,,1688.0,,,,,,Volta River Authority,,,,,1891.94,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
200,GHA,Ghana,Tema,WRI1000016,160.0,5.67,-0.02,Gas,,,,2008.0,,Volta River Authority,http://www.vra.com/resources/annual_reports/2014%20Annual%20Report.pdf,Power Africa,,,,1212.0,,,,,,Volta River Authority,,,,,917.3,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
201,GIN,Guinea,Boke,WRI1023079,45.0,10.9333,-14.3,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,165.02,158.23,149.79,115.55,159.05,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
202,GIN,Guinea,Donkea,WRI1023080,15.0,9.95,-12.995,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1016552,,,,,,,,,,44.8,37.93,43.9,33.91,37.93,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
203,GIN,Guinea,Garafiri,WRI1023081,75.0,10.5283,-12.6635,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1016553,,,,,,,,,,274.18,264.24,252.47,226.68,264.67,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
204,GIN,Guinea,Grandes Chutes,WRI1023082,28.32,9.9211,-13.0986,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1016554,,,,,,,,,,96.99,83.38,92.77,73.33,83.38,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
205,GIN,Guinea,Kaleta,WRI1023083,240.0,10.4627,-13.2765,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1063000,,,,,,,,,,842.88,757.04,814.65,637.96,819.75,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
206,GIN,Guinea,Kamsar,WRI1023084,26.28,10.6667,-14.6,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1013223|1085384,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
207,GIN,Guinea,Sangaredi,WRI1023085,16.57,11.097,-13.79,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1013224,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
208,GIN,Guinea,Tinkisso,WRI1023086,15.0,10.75,-11.1167,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,45.72,38.85,43.58,28.67,38.85,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
209,GIN,Guinea,Tombo,WRI1023087,49.25,9.5092,-13.7122,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1016559,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
210,GNB,Guinea-Bissau,Bissau,WRI1023078,18.237,11.8833,-15.6333,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1013706,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
211,KEN,Kenya,Garissa,WKS0062186,55.7,-0.35,39.605,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,141.89,142.59,145.05,142.98,142.59,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
212,KEN,Kenya,Gitaru,WRI1000039,225.0,-0.7967,37.7497,Hydro,,,,1978.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=kengen-download,WRI,1020722,,,,,,,,,,677.1,840.07,856.5,826.65,894.27,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
213,KEN,Kenya,Iberafrica I & II (Nairobi south diesel PP),WRI1061216,109.0,-1.2431,36.8905,Oil,,,,,Iberafrica Power Ltd.,GPG ; Kenya Power,http://www.globalpower-generation.com/projects/kenya/ ; http://www.kplc.co.ke/AR2016/KPLC%202016%20Annual%20Report%20Upload.pdf,WRI,1019070,,,,,,,,,,,,,,216.47,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
214,KEN,Kenya,Kamburu,WRI1000040,94.2,-0.8093,37.6867,Hydro,,,,1974.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=kengen-download,GEODB,1020723,,,,,,,,,,304.22,373.54,384.03,367.98,346.05,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
215,KEN,Kenya,Kiambere,WRI1000041,168.0,-0.64,37.91,Hydro,,,,1987.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=kengen-download,GEODB,1020720,,,,,,,,,,539.49,635.56,650.63,625.57,591.21,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
216,KEN,Kenya,Kindaruma,WRI1000042,72.0,-0.806,37.811,Hydro,,,,1968.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=kengen-download,GEODB,1020724,,,,,,,,,,232.52,285.32,293.34,281.07,264.49,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
217,KEN,Kenya,Kipevu I,WRI1000050,74.0,-4.04,39.638,Oil,,,,2011.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=content/thermal-power-plant,GEODB,1020728,,,,,,,,,,,,,,146.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
218,KEN,Kenya,Kipevu II (Tsavo),WRI1000051,74.5,-4.0379,39.6333,Oil,,,,2001.0,Tsavo Power Company,Wartsila,http://www.wartsila.com/resources/customer-references/view/kipevu-ii-iii-kenya,GEODB,1046028,,,,,,,,,,,,,,147.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
219,KEN,Kenya,Kipevu III,WRI1000052,120.0,-4.0379,39.6333,Oil,,,,1999.0,Kenya Electric Generating Company,Kenya Electricity Generating Company,http://www.kengen.co.ke/?q=content/thermal-power-plant,GEODB,1077885,,,,,,,,,,,,,,238.31,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
