,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
67,AGO,Angola,Luanda Refinery,WRI1023009,18.5,-8.8383,13.2344,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1017037,,,,,,,,,,,,,,52.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
68,AGO,Angola,Malongo,WRI1023010,10.0,-5.55,12.2,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,28.47,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
69,AGO,Angola,Matala,WRI1023011,40.0,-14.7333,15.0333,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1014569,,,,,,,,,,165.92,138.23,128.15,152.57,125.42,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
70,AGO,Angola,Namibe,WRI1023012,11.68,-15.1961,12.1522,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,0.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
71,AGO,Angola,Rio Luachimo,WRI1023013,16.0,-7.3,20.85,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,79.25,66.06,67.94,82.2,66.01,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
72,AGO,Angola,Xitoto,WRI1023014,11.34,-15.3333,15.0,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1020267,,,,,,,,,,,,,,32.29,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
73,DJI,Djibouti,Boulaos,WRI1023066,107.332,11.5759,43.1569,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,WRI,1015181,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
74,BEN,Benin,Akpakpa,WRI1023015,40.5,6.3506,2.4295,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1057216,,,,,,,,,,,,,,70.87,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
75,BEN,Benin,Cotonou,WRI1023016,20.0,6.4263,2.3066,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029102,,,,,,,,,,,,,,31.55,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
76,BWA,Botswana,Morpule,WRI1023017,732.0,-22.5223,27.0491,Coal,,,,,Botswana Power Corporation,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,2931.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
77,BWA,Botswana,Sua Pan Soda Ash,WRI1023018,14.0,-21.1667,27.5167,Coal,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1030481,,,,,,,,,,,,,,56.07,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
78,BFA,Burkina Faso,Kossodo,WRI1023022,64.0,12.3703,-1.5247,Oil,,,,,Société Nationale d'électricité du Burkina Faso,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1057220,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
79,CMR,Cameroon,Lagdo,WRI1023034,80.0,9.0594,13.6882,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029278,,,,,,,,,,313.81,307.95,313.81,323.9,313.81,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
80,BFA,Burkina Faso,Bagre,WRI1023019,16.0,11.475,-0.546,Hydro,,,,,Société Nationale d'électricité du Burkina Faso,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029199,,,,,,,,,,42.8,43.66,45.72,54.3,51.76,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
81,BFA,Burkina Faso,Bobo,WRI1023020,23.846,11.2,-4.3,Oil,,,,,Société Nationale d'électricité du Burkina Faso,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029201,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
82,BFA,Burkina Faso,Essakane,WKS0069194,19.9,14.364,0.078,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,42.19,46.38,41.84,41.95,38.5,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
83,BFA,Burkina Faso,Kompienga,WRI1023021,14.0,11.07,0.7,Hydro,,,,,Société Nationale d'électricité du Burkina Faso,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029211,,,,,,,,,,38.52,37.13,33.84,45.45,51.77,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
84,BFA,Burkina Faso,Ouaga,WRI1023023,58.56,12.3703,-1.5247,Oil,,,,,Société Nationale d'électricité du Burkina Faso,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029222,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
85,BFA,Burkina Faso,Zagtouli,WKS0067803,33.0,12.307,-1.637,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,76.67,80.13,77.4,78.3,67.93,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
86,BDI,Burundi,Kabu,WRI1023024,20.0,-2.89,29.12,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1057359,,,,,,,,,,111.16,82.95,110.83,75.16,74.8,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
87,BDI,Burundi,Mpanda Burundi,WRI1023025,10.4,-3.0833,29.3944,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1011419,,,,,,,,,,22.89,22.89,22.89,22.95,22.89,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
88,BDI,Burundi,Mubuga GWG,WKS0066495,7.6,-3.42,30.03,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,16.94,17.33,16.95,17.63,16.78,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
89,BDI,Burundi,Rwegura,WRI1023026,19.17,-2.9319,29.5194,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1026909,,,,,,,,,,43.45,43.45,43.45,43.57,43.45,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
90,CMR,Cameroon,Bafoussam,WRI1023028,10.62,5.4667,10.4167,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029269,,,,,,,,,,,,,,68.02,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
91,CMR,Cameroon,Douala Bassa,WRI1023030,14.14,4.05,9.7,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029271,,,,,,,,,,,,,,90.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
92,CMR,Cameroon,Edea,WRI1023031,154.2,3.8127,10.1278,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029274,,,,,,,,,,794.79,794.79,794.79,796.96,772.49,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
93,CMR,Cameroon,Garoua,WRI1023032,16.0,9.3,13.4,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029276,,,,,,,,,,,,,,102.49,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
94,CMR,Cameroon,Kribi,WRI1023033,200.0,3.01,9.96,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1065654,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
95,CMR,Cameroon,Limbe,WRI1023035,10.62,4.0167,9.2,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029279,,,,,,,,,,,,,,68.02,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
96,CMR,Cameroon,Song Loulou,WRI1023036,396.0,4.078,10.4649,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029286,,,,,,,,,,1980.09,1980.09,1980.09,1985.52,1897.03,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
97,CAF,Central African Republic,Bangui Enerca,WRI1023051,14.364,4.3833,18.6167,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1016314,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
98,CAF,Central African Republic,Boali,WRI1023052,19.3,4.8811,18.0341,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,76.57,68.16,64.75,72.01,64.76,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
99,COG,Congo,Djeno Eni,WRI1023146,36.0,-4.891,11.9154,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1015596,,,,,,,,,,,,,,229.55,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
100,COG,Congo,Djoue,WRI1023147,15.0,-4.3012,15.2067,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029302,,,,,,,,,,48.66,50.53,49.4,56.99,53.98,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
101,COG,Congo,Imboulou,WRI1023145,120.0,-2.97,16.08,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1057630,,,,,,,,,,365.21,358.66,356.74,438.6,386.89,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
102,COG,Congo,Loango,WRI1023148,45.3,-2.9872,12.0608,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,66.53,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
103,COG,Congo,Moukoukoulou,WRI1023149,74.0,-3.8988,13.7654,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029303,,,,,,,,,,247.62,244.06,247.89,247.41,247.46,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
104,COG,Congo,Mpila,WRI1023152,25.6,-4.2496,15.3025,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1057642,,,,,,,,,,,,,,37.6,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
105,COG,Congo,Pointe-Noire Sne,WRI1023150,300.0,-4.9154,11.9362,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,1912.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
106,COG,Congo,Sounda Gorge,WRI1023151,10.0,-4.0767,12.1569,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,1029305,,,,,,,,,,50.2,48.3,50.2,48.97,48.84,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
107,EGY,Egypt,Banha,WRI1000094,500.0,30.4974,31.2234,Gas,,,,2014.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1088445,,,485.0,,,,,,Egyptian Electricity Holding Company,,,,,2319.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
108,EGY,Egypt,Abu Kir,WRI1000099,2236.0,31.2694,30.1409,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014099,,,12275.0,,,,,,Egyptian Electricity Holding Company,,,,,10373.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
109,EGY,Egypt,Abu Sultan,WRI1000077,600.0,30.4025,32.3086,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014100,,,3090.0,,,,,,Egyptian Electricity Holding Company,,,,,2783.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
110,EGY,Egypt,Arish,WRI1000083,66.0,31.1162,33.6824,Gas,,,,1995.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014113,,,545.0,,,,,,Egyptian Electricity Holding Company,,,,,306.2,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
111,EGY,Egypt,Assiut,WRI1000104,90.0,27.1757,31.2013,Oil,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014101,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
112,EGY,Egypt,Aswan Dam II,WRI1000107,550.0,23.9721,32.8828,Hydro,,,,1985.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014102,,,1503.0,,,,,,Egyptian Electricity Holding Company,,,,,2479.12,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
113,EGY,Egypt,Ataka,WRI1000076,900.0,29.9364,32.472,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,WRI,1014104,,,1852.0,,,,,,Egyptian Electricity Holding Company,,,,,4175.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
114,EGY,Egypt,BbSP} Acciona I,WKS0069919,50.0,24.433,32.699,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,118.48,118.26,117.3,117.79,117.19,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
115,EGY,Egypt,BbSP} Acciona II,WKS0069920,50.0,24.418,32.699,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,117.87,118.48,117.3,118.04,117.19,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
116,EGY,Egypt,BbSP} Alcazar,WKS0069918,50.0,24.448,32.705,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,117.87,118.48,117.3,118.04,117.19,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
117,EGY,Egypt,BbSP} Alfanar,WKS0070149,50.0,24.418,32.729,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,115.5,116.18,117.95,117.93,119.94,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
118,EGY,Egypt,BbSP} DT I,WKS0063250,20.0,24.448,32.691,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,46.16,46.16,46.07,46.15,45.93,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
119,EGY,Egypt,BbSP} FAS,WKS0070139,50.0,24.433,32.723,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,116.38,117.28,117.6,117.62,119.4,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
120,EGY,Egypt,BbSP} Infinity 1,WKS0069197,50.0,24.448,32.717,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,116.74,117.78,117.48,117.62,118.65,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
121,EGY,Egypt,BbSP} Infinity 2,WKS0071521,50.0,24.418,32.735,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,114.78,115.5,118.26,117.93,120.38,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
122,EGY,Egypt,BbSP} SP I,WKS0065892,50.0,24.448,32.735,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,115.37,116.18,117.95,117.93,119.94,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
123,EGY,Egypt,BbSP} SP II,WKS0065893,150.0,24.448,32.729,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,344.59,346.61,349.92,349.45,356.0,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
124,EGY,Egypt,BbSP} Vogt/Hareon,WKS0065479,50.0,24.417,32.723,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,116.18,116.85,117.95,117.8,119.6,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
125,EGY,Egypt,BbSP} Vogt/Lekela,WKS0067966,50.0,24.433,32.729,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,116.18,116.38,117.95,117.8,119.6,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
126,EGY,Egypt,BbSP} Voltalia,WKS0070745,25.0,24.43,32.741,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,56.22,56.16,57.94,57.84,58.9,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
127,EGY,Egypt,Cairo North,WRI1000070,1500.0,30.108,31.266,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1054342,,,2196.0,,,,,,Egyptian Electricity Holding Company,,,,,6959.09,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
128,EGY,Egypt,Cairo South,WRI1000069,715.0,29.8669,31.2914,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014108,,,2947.0,,,,,,Egyptian Electricity Holding Company,,,,,3317.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
129,EGY,Egypt,Cairo West,WRI1000068,1360.0,30.1387,31.1672,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,WRI,1014109,,,7957.0,,,,,,Egyptian Electricity Holding Company,,,,,6309.58,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
130,EGY,Egypt,Damanhour,WRI1000096,458.0,31.0817,30.4293,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014110,,,1681.0,,,,,,Egyptian Electricity Holding Company,,,,,2124.84,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
131,EGY,Egypt,Damietta,WRI1000075,1200.0,31.3815,31.7236,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014111,,,8328.0,,,,,,Egyptian Electricity Holding Company,,,,,5567.27,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
132,EGY,Egypt,Damietta West,WRI1000081,500.0,31.4423,31.6064,Gas,,,,2012.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014111,,,3042.0,,,,,,Egyptian Electricity Holding Company,,,,,2319.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
133,EGY,Egypt,El-Atf,WRI1000093,750.0,31.1851,30.5291,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1068244,,,5938.0,,,,,,Egyptian Electricity Holding Company,,,,,3479.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
134,EGY,Egypt,El-Seiuf,WRI1000097,200.0,31.2158,29.9953,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014134,,,302.0,,,,,,Egyptian Electricity Holding Company,,,,,927.87,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
135,EGY,Egypt,El-Tebeen,WRI1000071,700.0,29.776,31.2983,Gas,,,,2010.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014117,,,,,,,,,,,,,,3247.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
136,EGY,Egypt,Esna,WRI1000108,86.0,25.3177,32.5544,Hydro,,,,1993.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014144,,,535.0,,,,,,Egyptian Electricity Holding Company,,,,,387.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
137,EGY,Egypt,High Dam,WRI1000106,2100.0,23.9721,32.8828,Hydro,,,,1967.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014103,,,9304.0,,,,,,Egyptian Electricity Holding Company,,,,,9465.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
138,EGY,Egypt,Hurghada,WRI1000086,143.0,27.122,33.82,Oil,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014121,,,129.0,,,,,,Egyptian Electricity Holding Company,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
139,EGY,Egypt,Kafr El-Dawar,WRI1000095,440.0,31.1293,30.1932,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014124,,,3061.0,,,,,,Egyptian Electricity Holding Company,,,,,2041.33,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
140,EGY,Egypt,Karmouz,WRI1000098,23.0,31.176,29.914,Oil,,,,1980.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1014125,,,7.0,,,,,,Egyptian Electricity Holding Company,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
141,EGY,Egypt,Kuraymat ISCC,WKS0071085,20.0,29.278,31.249,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,43.04,43.0,43.04,43.06,43.32,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
142,EGY,Egypt,Kuriemat 2,WRI1000103,2754.0,29.2693,31.224,Gas,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,WRI,1014115,,,4726.0,,,,,,Egyptian Electricity Holding Company,,,,,12776.9,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
143,EGY,Egypt,Kuriemat Solar/Thermal,WRI1000105,120.0,29.2793,31.2486,Gas,Solar,,,2011.0,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,1046208,,,114.0,,,,,,Egyptian Electricity Holding Company,,,,,556.72,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
